a_id,a_id,a_name,a_country,a_city,a_prov,a_web
10496,14609,seian university art design,japan,otsu shi,shiga,http://www.seian.ac.jp
10497,14610,seibi university,japan,fukuchiyama shi,kyoto,http://uv.seibi-gakuen.ac.jp/
10500,14613,seijo university,japan,tokyo,,http://www.seijo.ac.jp
10501,14614,seijoh university,japan,aichi gun,aichi,http://www.seijoh-u.ac.jp/en/en_index.html
10502,14615,seikei university,japan,musashino shi,tokyo,http://www.seikei.ac.jp/university/
10503,14616,seinajoki university applied sciences,finland,seinajoki,,http://www.seamk.fi
10506,14619,seirei christopher university,japan,hamamatsu shi,shizuoka,http://www.seirei.ac.jp
10509,14622,national graduate institute policy studies,japan,minato ku,tokyo,http://www.grips.ac.jp
10515,14629,sejong university,south korea,seoul,,http://www.sejong.ac.kr
10516,14632,shakarim state university semey,kazakhstan,semey,,http://www.semgu.kz
10518,14662,school administrative sciences yappann,indonesia,jakarta selatan,,http://stia-yappann.ac.id
10519,14680,school information technology niit i tech,indonesia,jakarta selatan,,http://www.i-tech.ac.id/
10521,14694,galunggung tasikmalaya school law,indonesia,tasikmalaya,west java,
10522,14783,indonesian school management,indonesia,rawamangun,jakata timur,http://www.stei.ac.id/
10524,14901,stie ykpn yogyakarta,indonesia,yogyakarta,yogyakarta,http://www.stieykpn.ac.id
10525,15053,school informatic management computer engineering stikom surabaya,indonesia,surabaya,,http://www.stikom.edu/
10529,15148,selcuk university,turkey,konya,,http://www.selcuk.edu.tr
10531,15153,semmelweis university,hungary,budapest,,http://www.semmelweis-univ.hu
10533,15155,semyung university,south korea,jecheon si,chungbuk-do,http://www.semyung.ac.kr
10534,15156,senator ninoy aquino college foundation,philippines,marawi city,lanao del sur,
10535,15157,sendai university,japan,shibata gun,miyagi-ken,http://www.sendaidaigaku.jp/
10537,15159,seneca college,canada,north york,ontario,http://senecacollege.ca/
10538,15160,senri kinran university,japan,suita shi,osaka,http://www.kinran.ac.jp
10539,15161,senshu university,japan,tokyo,,http://www.senshu-u.ac.jp
10540,15163,senzoku gakuen college music,japan,kawasaki shi,kanagawa,http://www.senzoku.ac.jp/music/en/index.html
10542,15165,seonam university,south korea,namwon si,jeollabuk-do,http://www.seonam.ac.kr
10544,15167,seoul jangsin university,south korea,gwangju si,gyeonggi-do,http://www.sjs.ac.kr
10545,15168,seoul national university,south korea,seoul,,http://www.useoul.edu/
10546,15169,seoul national university education,south korea,seoul,,http://www.snue.ac.kr
10547,15170,seoul national university science technology,south korea,seoul,,http://www.seoultech.ac.kr/
10550,15173,seowon university,south korea,cheongju si,chungbuk-do,http://www.seowon.ac.kr
10552,15175,sergievo posad humanitarian institute,russian federation,sergievo posad,moskvoskaja oblast',http://www.sphi.ru
10553,15177,setec university,cambodia,phnom penh,,
10554,15178,seton hall university,united states,south orange,new jersey,http://www.shu.edu
10556,15180,setsunan university,japan,neyagawa shi,osaka,http://www.setsunan.ac.jp
10557,15181,sevastopol naval institute,ukraine,sevastopol,crimea region,http://sni.stel.sebastopol.ua
10558,15182,sevastopol state technical university,ukraine,sevastopol,crimea region,http://www.sevgtu.stel.sebastopol.ua
10559,15183,sevastopol national university nuclear energy industry,ukraine,sevastopol,crimea region,http://www.sinp.com.ua
10562,15186,north institute business,russian federation,arkhangelsk,,http://www.nousip.ru/
10565,15189,north caucasus mining metallurgical institute state university technology,russian federation,vladikavkaz,respublika severnaja osetija-alanija,http://www.skgmi-gtu.ru/
10569,15193,northern kazakhstan university named after m kazybaev,kazakhstan,petropavlosk,,http://www.nkzu.kz/
10570,15194,north ossetian state academy medicine,russian federation,vladikavkaz,respublika severnaja osetija-alanija,http://www.sogma.ru
10574,15198,north eastern federal university named after m k ammosov,russian federation,jakutsk,respublika saha (jakutija),http://www.s-vfu.ru/
10575,15199,north eastern state university,russian federation,magadan,,http://www.svgu.ru
10577,15201,northwest state technical university,russian federation,sankt peterburg,,http://www.nwpi.ru
10580,15207,sha'arei mishpat college legal studies,israel,hod hasharon,,http://www.mishpat.ac.il
10581,15208,shaanxi fashion engineering institute,china,xi an,shaanxi,http://www.sxfu.org/
10584,15211,shaanxi university chinese medicine,china,xianyang,shaanxi,http://www.sntcm.edu.cn
10585,15212,shaanxi university science technology,china,xi an,shaanxi province,http://www.sust.edu.cn
10586,15213,shaanxi university technology,china,hanzhong,shaanxi province,http://www.snut.edu.cn/
10587,15214,shah abdul latif university,pakistan,khairpur,sindh,http://www.salu.edu.pk/
10589,15216,shahid beheshti university,iran,tehran,,http://www.sbu.ac.ir
10590,15217,shahid beheshti university medical sciences,iran,tehran,,http://www.sbmu.ac.ir
10592,15219,shahid motahari institute,iran,tehran,,
10598,15225,shahrekord university medical sciences,iran,shahrekord,chahar mahal and bakhtiari,http://www.skums.ac.ir
10599,15226,shahrood university medical sciences,iran,shahrood,,http://www.shmu.ac.ir
10601,15228,shandong agricultural university,china,tai an,shandong province,http://www.sdau.edu.cn
10602,15229,shandong institute business technology,china,yantai,shandong province,http://www.sdibt.edu.cn
10605,15232,shandong normal university,china,jinan,shandong province,http://www.sdnu.edu.cn/
10606,15233,shandong polytechnic university,china,jinan,shandong province,http://english.spu.edu.cn/
10607,15234,shandong sport university,china,jinan,shandong province,http://www.sdpei.edu.cn
10608,15235,shandong university,china,jinan,shandong province,http://www.sdu.edu.cn
10609,15236,shandong university art design,china,jinan,shandong province,http://www.sdada.edu.cn/
10610,15237,shandong university arts,china,jinan,shandong province,http://www.sdca.edu.cn/
10612,15239,shandong university political science law,china,jinan,shandong,http://www.sdupsl.edu.cn/
10614,15241,shandong university technology,china,zibo,shandong province,http://www.sdut.edu.cn
10615,15242,shandong university traditional chinese medicine,china,jinan,shandong province,http://www.sdutcm.edu.cn
10616,15243,shandong wanjie medical university,china,zibo,shandong,http://www.wjmu.net/
10617,15244,shandong women university,china,jinan,shandong,
10619,15246,shandong yingcai university,china,jinan,shandong,http://www.ycxy.com/Index.html
10620,15247,shandong youth university political science,china,jinan,shandong,http://wyxy.sdyu.edu.cn/
10621,15248,shanghai business school,china,shanghai,shanghai,http://www.sbs.edu.cn
10622,15249,shanghai conservatory music,china,shanghai,shanghai,http://www.shcmusic.edu.cn
10623,15250,shanghai customs college,china,shanghai,shanghai,http://shanghai_edu.customs.gov.cn
10624,15251,shanghai dianji university,china,shanghai,,http://www.sdju.edu.cn
10625,15252,shanghai finance university,china,shanghai,shanghai,http://www.shfc.edu.cn
10627,15254,shanghai international studies university,china,shanghai,shanghai,http://www.shisu.edu.cn
10628,15255,shanghai jianqiao university,china,shanghai,shanghai,http://www.gench.edu.cn
10629,15256,shanghai jiao tong university,china,shanghai,shanghai,http://www.sjtu.edu.cn/
10632,15259,shanghai normal university,china,shanghai,shanghai,http://www.shnu.edu.cn
10633,15260,shanghai ocean university,china,shanghai,shanghai,http://www.shou.edu.cn/
10634,15261,shanghai open university,china,shanghai,shanghai,http://www.shtvu.edu.cn
10636,15263,shanghai university,china,shanghai,shanghai,http://www.shu.edu.cn/
10638,15265,shanghai university engineering science,china,shanghai,shanghai,http://www.sues.edu.cn
10639,15266,shanghai university finance economics,china,shanghai,shanghai,http://www.shufe.edu.cn
10640,15267,shanghai university international business economics,china,shanghai,shanghai,http://www.shift.edu.cn/
10645,15272,shangqiu university,china,shangqiu,he,http://www.hnhyedu.net/
10646,15273,shangrao normal university,china,shangrao,jiangxi,http://www.sru.jx.cn/
10649,15276,shanxi agricultural university,china,taigu,shanxi province,http://www.sxau.edu.cn
10653,15280,shanxi technology business college,china,taiyuan,shanxi,http://www.sxtbu.net
10654,15281,shanxi university,china,taiyuan,shanxi province,http://www.sxu.edu.cn
10655,15282,shanxi university finance economics,china,taiyuan,shanxi province,http://www.sxufe.edu.cn/english/index.htm
10657,15284,shaoguan university,china,shaoguan,guangdong province,http://www.sgu.edu.cn
10658,15285,shaoxing university,china,shaoxing,zhejiang province,http://english.usx.edu.cn
10659,15287,shaoyang university,china,shaoyang,hu,http://www.hnsyu.net/
10662,15290,shariff kabunsuan college,philippines,cotabato city,mindanao,
10663,15291,shaw university,united states,raleigh,north carolina,http://www.shawu.edu/
10664,15292,shawnee state university,united states,portsmouth,ohio,http://www.shawnee.edu
10665,15293,sheffield hallam university,united kingdom,sheffield,,http://www.shu.ac.uk
10667,15295,sheikhbahaee university,iran,isfahan,,http://www.shbu.ac.ir
10670,15298,shenkar college engineering design,israel,ramat gan,,http://www.shenkar.ac.il
10671,15299,shenyang aerospace university,china,shenyang,liaoning province,http://www.sau.edu.cn/
10672,15300,shenyang agricultural university,china,shenyang,liaoning province,http://www.syau.edu.cn
10674,15302,shenyang institute engineering,china,shenyang,liaoning province,http://www.sie.edu.cn
10675,15303,shenyang jianzhu university,china,shenyang,liaoning province,http://www.sjzu.edu.cn/
10677,15305,shenyang medical college,china,shenyang,liaoning province,http://www.symc.edu.cn/
10678,15306,shenyang normal university,china,shenyang,liaoning province,http://www.synu.edu.cn/
10679,15307,shenyang pharmaceutical university,china,shenyang,liaoning province,http://www.syphu.edu.cn
10680,15308,shenyang sport university,china,shenyang,liaoning province,http://www.syty.edu.cn
10682,15310,shenyang university chemical technology,china,shenyang,liaoning province,http://www.syuct.edu.cn/
10684,15312,shenzhen university,china,shenzhen,guangdong province,http://www.szu.edu.cn
10685,15313,shepherd university,united states,shepherdstown,west virginia,http://www.shepherd.edu
10687,15315,sher e bangla agricultural university,bangladesh,dhaka,,http://www.sau.edu.bd
10689,15317,sher e kashmir university agricultural sciences technology srinagar,india,srinagar,jammu and kashmir,http://www.skuastkashmir.ac.in/
10690,15318,sheridan college institute technology advanced learning,canada,oakville,ontario,http://www.sheridancollege.ca
10691,15319,sherman college straight chiropractic,united states,spartanburg,south carolina,http://www.sherman.edu/
10692,15320,shibaura institute technology,japan,tokyo,,http://www.shibaura-it.ac.jp
10693,15321,east european university,ukraine,cherkasy,cherkasy region,http://suem.edu.ua
10694,15322,east ukrainian national university named after volodymyr dahl,ukraine,lugansk,lugansk region,http://www.snu.edu.ua
10695,15323,shiga university,japan,hikone shi,shiga,http://www.shiga-u.ac.jp
10696,15324,shiga university medical science,japan,otsu shi,shiga,http://www.shiga-med.ac.jp
10697,15325,university shiga prefecture,japan,hikone shi,shiga,http://www.usp.ac.jp
10698,15326,shigakkan university,japan,obu shi,aichi,http://www.sgk.ac.jp/
10700,15328,shih chien university,taiwan,taipei,,http://www.usc.edu.tw
10701,15329,shih hsin university,taiwan,taipei,,http://www.shu.edu.tw
10702,15330,shihezi university,china,shihezi,xinjiang uygur province,http://www.shzu.edu.cn/structure/index
10703,15331,shijiazhuang tiedao university,china,shijiazhuang,hebei province,http://www.stdu.edu.cn/
10704,15332,shijiazhuang university,china,shijiazhuang,hebei,http://www.sjzc.edu.cn/
10707,15335,shikoku gakuin university,japan,zentsuji shi,kagawa,http://www.sg-u.ac.jp
10708,15336,shimane university,japan,matsue shi,shimane,http://www.shimane-u.ac.jp
10710,15338,shimer college,united states,chicago,illinois,http://www.shimer.edu
10712,15342,shinshu university,japan,matsumoto shi,nagano,http://www.shinshu-u.ac.jp
10713,15343,shippensburg university pennsylvania,united states,shippensburg,pennsylvania,http://www.ship.edu
10715,15345,shiraz university,iran,shiraz,fars,http://www.shirazu.ac.ir
10719,15349,shiv nadar university,india,noida,uttar pradesh,http://snu.edu.in/
10722,15352,national university corporation shizuoka university,japan,shizuoka shi,shizuoka-ken,http://www.shizuoka.ac.jp
10723,15353,shizuoka eiwa gakuin university,japan,shizuoka shi,shizuoka,http://www.shizuoka-eiwa.ac.jp
10724,15354,shizuoka university welfare,japan,yaizu shi,shizuoka,http://www.suw.ac.jp
10725,15355,university shizuoka,japan,shizuoka shi,shizuoka,http://www.u-shizuoka-ken.ac.jp
10727,15357,shizuoka sangyo university,japan,iwata shi,shizuoka,http://www.ssu.ac.jp
10730,15360,shoin university,japan,atsugi shi,kanagawa,http://www.shoin-u.ac.jp
10732,15362,shokei gakuin university,japan,miyagi,,http://www.shokei.jp/
10733,15363,shonan institute technology,japan,fujisawa shi,kanagawa,http://www.shonan-it.ac.jp
10734,15364,shoolini university biotechnology management sciences,india,solan,himachal pradesh,http://www.shooliniuniversity.com/
10735,15365,shorter college,united states,rome,georgia,http://www.shorter.edu/
10736,15366,shougang institute technology,china,shijingshan district,beijing,http://www.sgit.edu.cn
10737,15368,showa university,japan,tokyo,,http://www.showa-u.ac.jp
10739,15370,showa academia musicae,japan,kawasaki shi,kanagawa,http://www.tosei-showa-music.ac.jp
10740,15371,showa pharmaceutical university,japan,machida shi,tokyo,http://www.shoyaku.ac.jp
10741,15372,shree somnath sanskit university,india,district junagadh,gujarat,http://shreesomnathsanskrituniversity.info
10744,15375,shri lal bahadur shastri national sanskrit university,india,new delhi,,http://www.slbsrsv.ac.in
10745,15376,shri mata vaishno devi university,india,katra,jammu and kashmir,http://www.smvdu.ac.in
10746,15377,shridhar university,india,pilani,rajasthan,http://www.shridharuniversity.ac.in
10747,15378,shu te university,taiwan,kaohsiung,,http://www.stu.edu.tw
10748,15379,shuchiin university,japan,fushimi ku,kyoto,http://www.shuchiin.ac.jp
10750,15381,shukutoku university,japan,chiba shi,chiba,http://www.shukutoku.ac.jp
10751,15382,shumei university,japan,yachiyo shi,chiba,http://www.shumei-u.ac.jp
10755,15388,siberian academy public administration,russian federation,novosibirsk,novosibiraskaja oblast',http://www.sapanet.ru/
10756,15390,siberian state automobile transport academy,russian federation,omsk,omskaja oblast',http://www.sibadi.org/
10757,15391,siberian state academy geodesy,russian federation,novosibirsk,novosibiraskaja oblast',http://www.ssga.ru
10758,15392,siberian federal university,russian federation,krasnojarsk,,http://www.sfu-kras.ru
10761,15395,siberian state medical university,russian federation,tomsk,,http://www.ssmu.ru
10763,15397,siberian state university physical education,russian federation,omsk,omskaja oblast',http://www.sibsport.ru/
10765,15399,siberian state university telecommunications informatics,russian federation,novosibirsk,novosibiraskaja oblast',http://www.sibsutis.ru
10766,15400,siberian institute business information technology,russian federation,omsk,omskaja oblast',http://sibit.sano.ru/
10767,15401,siberian institute business management psychology,russian federation,krasnojarsk,,http://www.sibup.ru/
10773,15407,sichuan conservatory music,china,chengdu,sichuan province,http://www.sccm.cn/
10775,15409,sichuan international studies university,china,chongqing,sichuan province,http://www.sisu.edu.cn
10776,15410,sichuan normal university,china,chengdu,sichuan province,http://www.sicnu.edu.cn
10778,15412,sichuan university nationalities,china,kangding,sichuan,http://www.scun.edu.cn
10779,15413,sichuan university arts science,china,dazhou,sichuan,http://www.sasu.edu.cn
10781,15415,sidho kanho birsha university,india,kolkata,west bengal,http://skbu.ac.in/
10782,15416,sido kanhu murmu university,india,dumka,bihar,http://skmu.edu.in/
10784,15418,siena college,united states,loudonville,new york,http://www.siena.edu
10787,15421,sienna college san jose,philippines,city san jose del monte,bulacan,
10790,15424,sigmund freud private university vienna,austria,wien,vienna,http://sfu.ac.at/
10792,15430,sikkim manipal university health medical technology science,india,gangtok,east sikkim,http://www.smu.edu.in/
10794,15432,siksha o anusandhan university,india,bhubaneswar,orissa,http://www.soauniversity.ac.in/
10795,15433,silay institute,philippines,silay city,negros occidental,http://silayinstitute.edu.ph
10796,15434,silicon valley university,united states,san jose,california,http://www.svuca.edu
10798,15436,silliman university,philippines,dumaguete city,negros oriental,http://www.su.edu.ph
10799,15437,silver lake college holy family,united states,manitowoc,wisconsin,http://www.sl.edu/
10800,15438,sim university,singapore,singapore,,http://www.unisim.edu.sg
10801,15439,simmons college,united states,boston,massachusetts,http://www.simmons.edu
10802,15440,simon fraser university,canada,burnaby,british columbia,http://www.sfu.ca
10804,15442,simpson university,united states,redding,california,http://www.simpsonu.edu/
10808,15448,singapore management university,singapore,singapore,,http://www.smu.edu.sg
10809,15450,singhania university,india,jhunjhunu,rajasthan,http://www.singhaniauniversity.co.in/
10811,15453,sinte gleska university,united states,mission,south dakota,http://www.sintegleska.edu
10812,15455,sinuiju university light industry,north korea,sinuiju city,north pyongyang province,
10813,15457,siquijor state college,philippines,larena,siquijor,
10814,15458,sir padampat singhania university,india,udaipur,,http://www.spsu.ac.in/
10815,15460,sir syed university engineering technology,pakistan,karachi,sindh,http://www.ssuet.edu.pk
10818,15467,sit graduate institute,united states,brattleboro,vermont,http://www.sit.edu
10820,15469,central school lille skema business school,france,sophia antipolis,,http://www.skema-bs.fr
10821,15470,skidmore college,united states,saratoga springs,new york,http://www.skidmore.edu
10822,15471,skill power institute,philippines,antipolo city,rizal,http://spi.edu.ph
10824,15473,school studio institute named after v i nemirovich danchenko moscow art academy atre named after a p chekhov,russian federation,moskva,,http://www.mhatschool.theatre.ru
10825,15476,kyrgyz national agrarian university named after k i skriabin,kyrgyzstan,biskek,,http://www.knau.kg/index.php/ru/
10826,15477,skyline university college,united arab emirates,sharjah,,http://www.skylineuniversity.com/
10828,15479,silesian university opava,czech republic,opava,,http://www.slu.cz
10830,15481,slobomir p university,bosnia and herzegovina,slobimir,,http://www.spu.ba
10832,15486,slovak university technology bratislava,slovak republic,bratislava,,http://www.stuba.sk
10833,15487,slovak medical university,slovak republic,bratislava,,http://www.szu.sk
10834,15488,slovjansk state pedagogical institute,ukraine,slovjansk,donetsk region,http://www.ins.dn.ua/
10835,15489,smc swiss management center,switzerland,zug,zug,http://www.smcuniversity.com/
10840,15494,smolensk state institute fine arts,russian federation,smolensk,smolenskaja oblast',http://sgii.smolgrad.ru/
10841,15495,smolensk state university,russian federation,smolensk,,http://www.smolgu.ru/
10843,15497,soai university,japan,osaka shi,osaka,http://www.soai.ac.jp
10851,15512,sohae university,north korea,nampo city,,
10852,15513,sohag university,egypt,sohag,,http://www.sohag-univ.edu.eg
10855,15516,sojo university,japan,kumamoto shi,kumamoto,http://www.sojo-u.ac.jp
10861,15522,university coal mining,north korea,pyongsong city,south pyongan province,
10863,15525,solikamsk state pedagogical institute,russian federation,solikamsk,,http://www.solgpi.ru/
10864,15526,tax academy,uzbekistan,tashkent,,http://akademiya.uz/
10866,15528,solomon islands national university,solomon islands,honiara,guadalcanal,http://www.sinu.edu.sb/
10871,15538,sonoma state university,united states,rohnert park,california,http://www.sonoma.edu
10873,15540,soochow university,taiwan,taipei,,http://www.scu.edu.tw
10877,15545,sophiahemmet university college,sweden,stockholm,,http://www.sophiahemmethogskola.se
10878,15546,sopot higher school,poland,sopot,pomorskie,http://www.ssw.sopot.pl
10879,15547,sorsogon college criminology,philippines,city sorsogon,sorsogon,
10880,15548,sorsogon state college,philippines,sorsogon city,sorsogon,http://ssc.net.ph
10883,15554,private college economic studies ltd,czech republic,praha 8,,http://www.svses.cz
10884,15558,south african school motion picture medium live performance pty ltd,south africa,johannesburg,gauteng,http://www.afda.co.za/
10885,15559,south asian university,india,new delhi,,http://www.sau.int
10890,15564,south china university technology,china,guangzhou,guangdong province,http://www.scut.edu.cn
10893,15567,south dakota state university,united states,brookings,south dakota,http://www.sdstate.edu
10894,15568,south east asian institute technology,philippines,tupi,south cotabato,
10896,15570,south ilocandia college arts technology,philippines,aringay,la union,
10897,15571,south mansfield college,philippines,city muntinlupa,"fourth district, metro manila",http://www.smc.edu.ph
10898,15572,south philippine adventist college,philippines,matanao,davao del sur,http://www.spaconline.org
10899,15573,south texas college,united states,mcallen,texas,http://www.southtexascollege.edu
10900,15574,south texas college law,united states,houston,texas,http://www.stcl.edu
10904,15579,southampton solent university,united kingdom,southampton,,http://www.solent.ac.uk
10905,15580,southdale international school science arts techology,philippines,imus,cavite,http://southdale.com.ph
10909,15584,southeast university,bangladesh,dhaka,,http://www.seu.ac.bd
10910,15585,southeast university,china,nanjing,jiangsu province,http://www.seu.edu.cn
10911,15586,southeastern college,philippines,pasay city,"fourth district, metro manila",http://www.southeastern.com.ph
10912,15587,southeastern college padada,philippines,padada,davao del sur,
10913,15588,southeastern louisiana university,united states,hammond,louisiana,http://www.selu.edu/
10914,15589,southeastern oklahoma state university,united states,durant,oklahoma,http://www.se.edu
10915,15590,southeastern university,united states,lakeland,florida,http://www.seu.edu
10916,15591,southern adventist university,united states,collegedale,tennessee,http://www.southern.edu
10918,15594,southern alberta institute technology,canada,calgary,alberta,http://www.sait.ca
10919,15595,southern arkansas university,united states,magnolia,arkansas,http://www.saumag.edu
10921,15597,southern bicol colleges,philippines,masbate,masbate,
10923,15599,southern business school,south africa,krugersdorp,,http://sbs.ac.za/
10924,15600,marshall b ketchum university,united states,fullerton,california,http://www.ketchum.edu
10925,15601,southern california institute architecture,united states,los angeles,california,http://www.sciarc.edu
10927,15604,southern california university school oriental medicine acupuncture,united states,los angeles,california,http://www.scusoma.edu/
10928,15605,southern capital colleges,philippines,oroquieta city,misamis occidental,
10930,15607,southern city colleges,philippines,zamboanga city,zamboanga del sur,http://www.scci.edu.ph
10931,15608,southern college optometry,united states,memphis,tennessee,http://www.sco.edu
10932,15609,southern connecticut state university,united states,new haven,connecticut,http://www.southernct.edu
10933,15610,southern cross university,australia,lismore,new south wales,http://www.scu.edu.au
10934,15611,southern illinois university carbondale,united states,carbondale,illinois,http://www.siuc.edu
10935,15612,southern illinois university edwardsville,united states,edwardsville,illinois,http://www.siue.edu
10936,15613,southern institute technology,new zealand,invercargill,,http://www.sit.ac.nz
10938,15615,southern luzon college business maritime science technology,philippines,dasmarinas,cavite,
10940,15617,southern luzon state university,philippines,lucban,quezon,http://www.slsu.edu.ph/
10942,15619,southern masbate roosevelt college,philippines,placer,masbate,
10943,15620,southern methodist university,united states,dallas,texas,http://www.smu.edu
10945,15622,southern mindanao college agro tech,philippines,dumalinao,zamboanga del sur,
10947,15624,southern nazarene university,united states,bethany,oklahoma,http://www.snu.edu
10949,15626,southern new hampshire university,united states,manchester,new hampshire,http://www.snhu.edu
10950,15627,southern oregon university,united states,ashland,oregon,http://www.sou.edu
10951,15628,southern peninsula college,philippines,labason,zamboanga del norte,
10953,15630,southern philippine college,philippines,labason,zamboanga del norte,
10954,15631,southern philippines college sciences health education,philippines,parang,shariff kabunsuan,
10958,15635,southern polytechnic state university,united states,marietta,georgia,http://www.spsu.edu
10959,15636,southern taiwan university science technology,taiwan,yung kang,tai hsien,http://www.stust.edu.tw/
10960,15637,southern technological institute philippines,philippines,bislig city,surigao del sur,
10961,15638,southern university agricultural mechanical college baton rouge,united states,baton rouge,louisiana,http://www.subr.edu
10962,15639,southern university new orleans,united states,new orleans,louisiana,http://www.suno.edu
10963,15640,southern university bangladesh,bangladesh,chittagong,,http://www.southern.edu.bd
10964,15641,southern utah university,united states,cedar city,utah,http://www.suu.edu
10965,15642,southern vermont college,united states,bennington,vermont,http://www.svc.edu
10967,15644,southland college,philippines,kabankalan city,negros occidental,http://www.southlandcollege.edu.ph
10968,15645,southville international school colleges,philippines,city las pinas,"fourth district, metro manila",http://www.sville.edu.ph
10970,15648,southwest baptist university,united states,bolivar,missouri,http://www.sbuniv.edu
10971,15649,southwest college naturopathic medicine,united states,tempe,arizona,http://www.scnm.edu
10972,15650,southern technical college,united states,fort myers,florida,http://www.southerntech.edu
10974,15652,southwest jiaotong university,china,chengdu,sichuan province,http://www.swjtu.edu.cn
10975,15653,southwest minnesota state university,united states,marshall,minnesota,http://www.smsu.edu
10976,15654,southwest petroleum university,china,chengdu,sichuan province,http://www.swpi.edu.cn
10977,15655,southern university law center,united states,baton rouge,louisiana,http://www.sulc.edu/
10978,15656,southwest university,china,chongqing,sichuan province,http://www.swu.edu.cn/english/index.html
10979,15657,southwest university nationalities,china,chengdu,sichuan province,http://www.swun.edu.cn/swun/
10980,15658,southwest university political science law,china,chongqing,sichuan province,http://www.swupl.edu.cn
10983,15661,southwestern assemblies god university,united states,waxahachie,texas,http://www.sagu.edu
10984,15662,southwestern christian college,united states,terrell,texas,http://www.swcc.edu
10985,15663,southwestern christian university,united states,bethany,oklahoma,http://www.swcu.edu
10986,15664,arizona christian university,united states,phoenix,arizona,http://arizonachristian.edu
10987,15665,southwestern college,united states,winfield,kansas,http://www.sckans.edu
10988,15666,southwestern college,united states,santa fe,new mexico,http://www.swc.edu
10989,15667,southwestern institute business technology,philippines,pinamalayan,oriental mindoro,
10990,15668,southwestern mindanao islamic institute,philippines,jolo,sulu,http://smii-edu.org
10991,15669,southwestern oklahoma state university,united states,weatherford,oklahoma,http://www.swosu.edu
10996,15675,southwestern law school,united states,los angeles,california,http://www.swlaw.edu
11000,15681,spalding university,united states,louisville,kentucky,http://www.spalding.edu
11001,15682,spartan college aeronautics technology,united states,tulsa,oklahoma,http://www.spartan.edu
11002,15683,speed computer college,philippines,city sorsogon,sorsogon,
11003,15684,spelman college,united states,atlanta,georgia,http://www.spelman.edu
11004,15685,spertus institute jewish studies,united states,chicago,illinois,http://www.spertus.edu
11005,15686,university library studies information technologies sofia,bulgaria,sofia,,http://www.unibit.bg
11007,15688,swspiz academy management,poland,lodz,lodzkie,http://www.san.edu.pl
11008,15689,spring arbor university,united states,spring arbor,michigan,http://www.arbor.edu
11010,15691,springfield college,united states,springfield,massachusetts,http://www.springfieldcollege.edu/
11012,15694,sree chitra tirunal institute medical sciences technology,india,thiruvananthapuram,kerala,http://www.sctimst.ac.in/
11014,15696,srh university applied sciences gera,germany,gera,,http://www.gesundheitshochschule.de/
11018,15700,srh university applied sciences logistics economics,germany,hamm,,http://www.fh-hamm.srh.de
11019,15701,srh university heidelberg,germany,heidelberg,,http://www.fh-heidelberg.de
11020,15702,sri balaji vidyapeeth mahatma gandhi medical college research institute,india,pondicherry,,http://www.mgmcri.ac.in/
11021,15703,sri chandrasekharendra saraswathi viswa mahavidyalaya,india,kanchipuram,tamil nadu,http://www.kanchiuniv.ac.in/
11024,15706,sri krishnadevaraya university,india,anantapur,andhra pradesh,http://www.skuniversity.org/
11025,15707,sri lanka institute information technology,sri lanka,malabe,,http://www.sliit.lk/
11026,15708,sri padmavati women university,india,tirupati,andhra pradesh,http://www.spmvv.ac.in
11027,15709,sri ramachandra university,india,chennai,tamil nadu,http://www.sriramachandra.edu.in/new_university/index.html
11028,15710,sri sai university,india,palampur,himachal pradesh,http://srisaiuniversity.com/
11030,15712,sri siddhartha academy higher education,india,tumkur,karnataka,http://www.sahe.in/
11031,15713,sri venkateswara institute medical sciences,india,tirupati,andhra pradesh,http://svimstpt.ap.nic.in
11032,15714,sri venkateswara university,india,tirupati,andhra pradesh,http://www.svuniversity.ac.in
11035,15717,srm university,india,kattankulatthur,tamil nadu,http://www.srmuniv.ac.in/
11036,15721,st patrick college,ireland,thurles,co. tipperary,http://www.stpats.ie
11037,15722,st paul university,kenya,limuru,,http://www.spu.ac.ke
11038,15723,st peter university,india,chennai,tamil nadu,http://www.stpetersuniversity.org
11039,15724,university manitoba st andrew college university manitoba,canada,winnipeg,manitoba,http://www.umanitoba.ca/colleges/st_andrews/
11040,15726,st andrews university,united states,laurinburg,north carolina,https://www.sapc.edu/
11042,15728,st anselm college,united states,manchester,new hampshire,http://www.anselm.edu
11045,15731,st augustine university tanzania,tanzania,mwanza,,http://www.saut.ac.tz
11046,15732,st augustine college,united states,raleigh,north carolina,http://www.st-aug.edu
11047,15734,st benedict college cotabato,philippines,cotabato city,cotabato,http://sbc.net78.net
11048,15735,st bernadette lourdes college,philippines,quezon city,"second district, metro manila",http://sblc-edu.com/aboutus.html
11050,15738,st clare college caloocan,philippines,caloocan city,"third district, metro manila",
11051,15739,st constantine institute science technology,philippines,binangonan,rizal,
11052,15740,st dominic college asia,philippines,bacoor,cavite,http://stdominiccollege.edu.ph/
11053,15741,st dominic savio college,philippines,caloocan city,"third district, metro manila",http://www.sdsc.edu.ph
11054,15742,st ferdinand college ilagan,philippines,ilagan,isabela,http://www.sfc.edu.ph
11056,15744,st gregory university,united states,shawnee,oklahoma,http://www.stgregorys.edu
11057,15745,st james college quezon city,philippines,quezon city,"second district, metro manila",
11058,15746,st jerome university university waterloo,canada,waterloo,ontario,http://www.sju.ca
