a_id,a_id,a_name,a_country,a_city,a_prov,a_web
13287,18362,technical university oruro,bolivia,oruro,,http://www.uto.edu.bo
13293,18374,private technical university loja,ecuador,loja,,http://www.utpl.edu.ec
13294,18375,cosmos private technical university,bolivia,cochabamba,,http://www.unitepc.edu.bo
13295,18377,american technological university,mexico,mexico,d.f.,http://www.uteca.mx
13296,18378,bolivian university technology,bolivia,la paz,,http://www.utb.edu.bo
13300,18382,technological university bolivar,colombia,cartagena de indias,bolivar,http://www.unitecnologica.edu.co
13301,18383,technological university campeche,mexico,campeche,campeche,http://www.utcam.edu.mx
13302,18384,technological university cancun,mexico,cancun,quintana roo,http://www.utcancun.edu.mx/
13303,18385,technological university chihuahua,mexico,chihuahua,chihuahua,http://www.utch.edu.mx
13304,18386,technological university chile inacap,chile,santiago,,http://www.inacap.cl
13305,18387,technological university ciudad juarez,mexico,ciudad juarez,chihuahua,http://www.utcj.edu.mx
13306,18388,technological university coahuila,mexico,ramos arizpe,coahuila,http://www.utc.edu.mx
13307,18389,university technology el salvador,el salvador,san salvador,,http://www.utec.edu.sv
13308,18390,technological university hermosillo,mexico,hermosillo,sonora,http://www.uthermosillo.edu.mx
13309,18391,technological university honduras,honduras,san pedro sula,cortes,http://www.uth.hn
13311,18393,technological university izucar de matamoros,mexico,izucar de matamoros,puebla,
13312,18394,technological university jalisco,mexico,guadalajara,jalisco,http://www.utj.edu.mx/
13313,18395,technological university coast,mexico,santiago ixcuintla,nayarit,http://www.utdelacosta.edu.mx
13317,18399,technological university central region coahuila,mexico,monclova,coahuila,http://www.utrcc.edu.mx
13319,18401,technological university hidalgo sierra,mexico,zacualtipan de los angeles,hidalgo,http://www.utsh.edu.mx
13320,18402,technological university metropolitan zone guadalajara,mexico,tlajomulco de zuniga,jalisco,http://www.utzmg.edu.mx
13321,18403,technological university leon,mexico,leon,guanajuato,http://www.utleon.edu.mx
13322,18404,technological university andes,peru,abancay,apurimac,http://www.utea.edu.pe
13323,18405,technological university matamoros,mexico,matamoros,tamaulipas,http://www.utmatamoros.edu.mx
13325,18407,technological university morelia,mexico,morelia,michoacan,http://www.utmorelia.edu.mx
13326,18408,technological university nayarit,mexico,xalisco,nayarit,http://www.utnay.edu.mx
13327,18409,technological university nezahualcoyotl,mexico,nezahualcoyotl,estado de mexico,http://www.utn.edu.mx
13328,18410,technological university nogales,mexico,nogales,sonora,http://www.utnogales.edu.mx
13329,18411,technological university nuevo laredo,mexico,nuevo laredo,tamaulipas,http://www.utnuevolaredo.edu.mx
13330,18412,technological university panama,panama,panama,560-3252,http://www.utp.ac.pa
13331,18413,technological university pereira,colombia,pereira,risaralda,http://www.utp.edu.co
13333,18415,technological university queretaro,mexico,queretaro,queretaro,http://www.uteq.edu.mx
13335,18417,technological university san luis potosi,mexico,san luis potosi,san luis potosi,http://www.utslp.edu.mx
13336,18418,technological university santa catarina,mexico,santa catarina,nuevo leon,http://www.utsc.edu.mx
13337,18419,technological university santiago,dominican republic,santiago de los caballeros,,http://www.utesa.edu
13339,18422,technological university north tamaulipas,mexico,reynosa,tamaulipas,http://www.uttn.edu.mx
13340,18423,technological university tecamac,mexico,tecamac,estado de mexico,http://www.uttecamac.edu.mx
13341,18424,technological university tecamachalco,mexico,tecamachalco,puebla,http://www.uttecam.edu.mx
13342,18425,technological university tijuana,mexico,tijuana,baja california,http://www.uttijuana.edu.mx
13343,18426,technological university tlaxcala,mexico,huamantla,tlaxcala,http://www.uttlaxcala.edu.mx
13344,18427,technological university torreon,mexico,torreon,coahuila,http://www.utt.edu.mx
13346,18429,technological university tulancingo,mexico,tulancingo,hidalgo,http://www.utec-tgo.edu.mx/
13348,18432,technological university central region,venezuela,guacara,estado carabobo,http://www.unitec.edu.ve
13349,18433,technological university centre mexico,mexico,celaya,guanajuato,http://www.utec-celaya.edu.mx
13351,18435,technological university state zacatecas,mexico,guadalupe,zacatecas,http://www.utzac.edu.mx
13352,18436,technological university north aguascalientes,mexico,aguascalientes,aguascalientes,http://www.utna.edu.mx
13354,18439,technological university peru,peru,lima,lima,http://www.utp.edu.pe
13357,18442,rene descartes technological institute higher studies,mexico,campeche,campeche,http://itesrenedescartes.edu.mx
13360,18445,technological university valley mezquital,mexico,ixmiquilpan,hidalgo,http://www.utvm.edu.mx
13362,18447,emiliano zapata technological university state morelos,mexico,emiliano zapata,morelos,http://www.utez.edu.mx
13365,18450,fidel velasquez technological university,mexico,nicolas romero,estado de mexico,http://www.utfv.edu.mx
13368,18453,indo american technological university,ecuador,ambato,tungurahua,http://www.uti.edu.ec
13370,18455,international technological university,mexico,tecamac,estado de mexico,http://www.formacionenlineauti.com
13372,18459,metropolitan university technology,chile,santiago,,http://www.utem.cl
13375,18462,nicaraguan technological university,nicaragua,managua,,http://utn-nicaragua.es.tl
13376,18463,oteima technological university,panama,david,provincia de chiriqui,http://www.oteima.ac.pa/nueva
13377,18464,technological private university santa cruz,bolivia,santa cruz,santa cruz de la sierra,http://www.utepsa.edu
13378,18467,terranova university,mexico,toluca,estado de mexico,
13383,18475,univer university,mexico,guadalajara,jalisco,http://www.univer.com.mx
13385,18487,university valley grijalva,mexico,tuxtla gutierrez,chiapas,http://www.uvg.edu.mx
13386,18488,valley momboy university,venezuela,valera,estado trujillo,http://www.uvm.edu.ve
13387,18489,vasco de quiroga university,mexico,morelia,michoacan,http://www.uvaq.edu.mx
13388,18490,university veracruz,mexico,xalapa,veracruz,http://www.uv.mx
13389,18491,university veracruz coatzacoalcos minatitlan region,mexico,coatzacoalcos,veracruz,http://www.uv.mx/coatza
13390,18492,university veracruz orizaba cordoba region,mexico,orizaba,veracruz,http://www.uv.mx/orizaba
13391,18493,university veracruz poza rica tuxpan region,mexico,poza rica,veracruz,http://www.uv.mx
13392,18494,university veracruz veracruz region,mexico,boca del rio,veracruz,http://www.uv.mx/veracruz
13393,18495,intercultural university veracruz,mexico,xalapa,veracruz,http://www.uv.mx/uvi
13395,18497,villa rica university,mexico,boca del rio,veracruz,http://www.univillarica.mx
13397,18499,vizcaya university americas,mexico,tepic,nayarit,http://www.uva.edu.mx
13398,18500,westhill university,mexico,mexico,d.f.,http://www.westhill.edu.mx
13401,18503,university open education systems irapuato,mexico,irapuato,guanajuato,
13402,18504,yacambu university,venezuela,barquisimeto,estado lara,http://www.uny.edu.ve
13403,18505,ymca university,mexico,mexico,d.f.,http://www.uniymca.edu.mx
13405,18507,open university,portugal,lisboa,,http://www.uab.pt/
13406,18509,agostinho neto university,angola,luanda,,http://www.agostinhoneto.co.ao/
13407,18512,atlantic university,portugal,barcarena,,http://www.uatlantica.pt
13408,18513,autonomous university lisbon,portugal,lisboa,,http://autonoma.pt
13409,18516,camilo castelo branco university,brazil,sao paulo,sao paulo,http://www.unicastelo.br
13412,18519,catholic university angola,angola,luanda,,http://www.ucan.edu
13413,18520,catholic university brasilia,brazil,brasilia,df,http://www.ucb.br
13415,18522,catholic university mozambique,mozambique,beira,sofala,http://www.ucm.ac.mz
13416,18523,catholic university pelotas,brazil,pelotas,rio grande do sul,http://www.ucpel.tche.br
13417,18524,catholic university pernambuco,brazil,recife,pernambuco,http://www.unicap.br
13419,18526,catholic university salvador,brazil,salvador,bahia,http://www.ucsal.br
13420,18527,catholic university santos,brazil,santos,sao paulo,http://www.unisantos.com.br
13422,18529,catholic university portugal,portugal,lisboa,,http://www.ucp.pt
13423,18531,colinas university boe,guinea-bissau,bissau,,
13426,18536,city university macau,macau,macao,,http://www.cityu.edu.mo
13427,18537,university la coruna,spain,a coruna,,http://www.udc.es
13431,18541,university aveiro,portugal,aveiro,234 370 200,http://www.ua.pt/
13432,18542,belas university,angola,luanda,,http://www.unibelas.org/unibelas_site/default.aspx
13434,18544,university cape verde,cabo verde,praia,santiago,http://www.unicv.edu.cv
13435,18545,university caxias do sul,brazil,caxias do sul,rio grande do sul,http://www.ucs.br
13436,18546,macau university science technology,macau,macao,,http://www.must.edu.mo
13437,18547,university coimbra,portugal,coimbra,,http://www.uc.pt
13440,18551,university fortaleza,brazil,fortaleza,ceara,http://www.unifor.br
13441,18553,university itauna,brazil,itauna,minas gerais,http://www.uit.br
13442,18554,university lisbon,portugal,lisboa,,http://www.ulisboa.pt
13443,18555,university macau,macau,macao,,http://www.umac.mo
13444,18558,university passo fundo,brazil,passo fundo,rio grande do sul,http://www.upf.tche.br
13445,18559,university pernambuco,brazil,recife,pernambuco,http://www.upe.br
13448,18562,university santa cruz do sul,brazil,santa cruz do sul,rio grande do sul,http://www.unisc.br
13450,18564,university santo amaro,brazil,sao paulo,sao paulo,http://www.unisa.br
13451,18565,university saint joseph,macau,macao,,http://www.usj.edu.mo
13452,18566,university sao paulo,brazil,sao paulo,sao paulo,http://www.usp.br
13453,18567,university sorocaba,brazil,sorocaba,sao paulo,http://www.uniso.br
13458,18573,university state bahia,brazil,salvador,bahia,http://www.uneb.br
13460,18575,university state minas gerais,brazil,belo horizonte,minas gerais,http://www.uemg.br
13462,18577,university state amapa,brazil,amapa,,http://www.ueap.ap.gov.br
13463,18578,university amazon state,brazil,manaus,amazonas,http://www.uea.edu.br
13464,18579,university state para,brazil,belem,para,http://www2.uepa.br/uepa_site
13466,18581,university state rio grande do norte,brazil,mossoro,rio grande do norte,http://www.uern.br
13467,18582,university extreme south santa catarina,brazil,criciuma,santa catarina,http://www.unesc.rct-sc.br
13469,18585,indico university,mozambique,maputo,,
13472,18588,university west santa catarina,brazil,chapeco,santa catarina,http://www.unoesc.edu.br
13473,18589,university west sao paulo,brazil,presidente prudente,sao paulo,http://www.unoeste.br
13475,18591,university porto,portugal,porto,,http://www.up.pt
13477,18593,university south santa catarina,brazil,tubarao,santa catarina,http://www.unisul.br
13478,18594,university tocantins,brazil,palmas,tocantins,http://www.unitins.br
13480,18596,university valley paraiba,brazil,sao jose dos campos,sao paulo,http://www.univap.br
13481,18597,university rio dos sinos valley,brazil,sao leopoldo,rio grande do sul,http://www.unisinos.br
13482,18598,university sapucai valley,brazil,pouso alegre,minas gerais,http://www.univas.edu.br
13486,18603,state university alagoas,brazil,arapiraca,alagoas,http://www.uneal.edu.br
13487,18604,state university campinas,brazil,campinas,sao paulo,http://www.unicamp.br
13489,18606,state university feira de santana,brazil,feira de santana,bahia,http://www.uefs.br
13492,18609,state university maringa,brazil,maringa,parana,http://www.uem.br
13493,18610,state university mato grosso do sul,brazil,dourados,mato grosso do sul,http://www.uems.br
13495,18612,state university ponta grossa,brazil,ponta grossa,parana,http://www.uepg.br
13499,18616,state university centre west,brazil,guarapuava,parana,http://www.unicentro.br
13500,18617,state university maranhao,brazil,sao luis,maranhao,http://www.uema.br
13501,18618,state university north parana,brazil,jacarezinho,parana,http://www.uenp.edu.br
13502,18619,darcy ribeiro state university north state rio de janeiro,brazil,campos dos goytacazes,rio de janeiro,http://www.uenf.br
13505,18622,state university rio grande do sul,brazil,porto alegre,rio grande do sul,http://www.uergs.edu.br
13507,18624,state university valley acarau,brazil,sobral,ceara,http://www.uvanet.br
13508,18625,julio de mesquita filho sao paulo state university,brazil,sao paulo,sao paulo,http://www.unesp.br
13509,18626,federal university bahia,brazil,salvador,bahia,http://www.ufba.br
13513,18630,federal university campina grande,brazil,campina grande,paraiba,http://www.ufcg.edu.br
13514,18631,federal university health sciences porto alegre,brazil,porto alegre,rio grande do sul,http://www.ufcspa.edu.br
13515,18632,federal university goias,brazil,goiania,goias,http://www.ufg.br
13516,18633,federal university itajuba,brazil,itajuba,minas gerais,http://www.efei.edu.br
13517,18634,federal university juiz de fora,brazil,juiz de fora,minas gerais,http://www.ufjf.br
13518,18635,federal university lavras,brazil,lavras,minas gerais,http://www.ufla.br
13519,18636,federal university mato grosso,brazil,cuiaba,mato grosso,http://www.ufmt.br
13520,18637,federal university mato grosso do sul,brazil,campo grande,mato grosso do sul,http://www.ufms.br
13521,18638,federal university minas gerais,brazil,belo horizonte,minas gerais,http://www.ufmg.br
13522,18639,federal university ouro preto,brazil,ouro preto,minas gerais,http://www.ufop.br
13525,18642,federal university roraima,brazil,boa vista,roraima,http://www.ufrr.br
13528,18645,federal university sao carlos,brazil,sao carlos,sao paulo,http://www.ufscar.br
13529,18646,federal university sao joao del rei,brazil,sao joao del rei,minas gerais,http://www.ufsj.edu.br
13531,18648,federal university sergipe,brazil,sao cristovao,sergipe,http://www.ufs.br
13532,18649,federal university uberlandia,brazil,uberlandia,minas gerais,http://www.ufu.br
13533,18650,federal university vicosa,brazil,vicosa,minas gerais,http://www.ufv.br
13534,18651,federal university abc,brazil,santo andre,sao paulo,http://www.ufabc.edu.br
13537,18654,federal university amazonas,brazil,manaus,amazonas,http://www.ufam.edu.br
13538,18655,federal university ceara,brazil,fortaleza,ceara,http://www.ufc.br
13540,18657,federal university state rio de janeiro,brazil,rio de janeiro,rio de janeiro,http://www.unirio.br
13541,18658,federal university maranhao,brazil,sao luis,maranhao,http://www.ufma.br
13543,18660,federal university para,brazil,belem,para,http://www.ufpa.br
13545,18662,federal university piaui,brazil,teresina,piaui,http://www.ufpi.br
13547,18664,federal university rio de janeiro,brazil,rio de janeiro,rio de janeiro,http://www.ufrj.br
13548,18665,federal university rio grande do norte,brazil,natal,rio grande do norte,http://www.ufrn.br
13549,18666,federal university rio grande do sul,brazil,porto alegre,rio grande do sul,http://www.ufrgs.br
13551,18668,federal university triangulo mineiro region,brazil,uberaba,minas gerais,http://www.uftm.edu.br
13552,18669,federal university valley san francisco,brazil,petrolina,pernambuco,http://www.univasf.edu.br
13554,18671,fluminense federal university,brazil,niteroi,rio de janeiro,http://www.uff.br
13555,18672,federal rural university amazon,brazil,belem,para,http://www.ufra.edu.br/
13557,18674,federal rural university rio de janeiro,brazil,seropedica,rio de janeiro,http://www.ufrrj.br
13559,18676,fernando pessoa university,portugal,porto,,http://www.ufp.pt
13560,18678,fumec university,brazil,belo horizonte,minas gerais,http://www.fumec.br
13562,18681,guarulhos university,brazil,guarulhos,sao paulo,http://www.ung.br
13564,18683,iguacu university nova iguacu,brazil,nova iguacu,rio de janeiro,http://www.unig.br
13565,18684,independent university angola,angola,luanda,,http://www.unia.ao
13567,18686,jean piaget university angola,angola,luanda,,
13571,18695,lurio university,mozambique,nampula,,http://www.unilurio.ac.mz
13572,18696,lusiada university lisbon,portugal,lisboa,,http://www.lis.ulusiada.pt
13573,18700,lusophone university guinea,guinea-bissau,bissau,,http://ulg.grupolusofona.pt
13574,18701,lusophone university cape verde,cabo verde,mindelo,sao vicente,http://www.ulusofona.edu.cv
13575,18702,lusophone university humanities technologies,portugal,lisboa,,http://www.ulusofona.pt
13576,18703,university lusofona porto,portugal,porto,,http://www.ulp.pt
13578,18705,methodist university angola,angola,luanda,,http://www.uma.co.ao/UMA
13579,18706,methodist university piracicaba,brazil,piracicaba,sao paulo,http://www.unimep.br
13580,18707,methodist university sao paulo,brazil,sao bernardo do campo,sao paulo,http://www.metodista.br
13581,18708,metropolitan university santos,brazil,santos,sao paulo,http://www.unimes.br
13582,18709,municipal university sao caetano do sul,brazil,sao caetano do sul,sao paulo,http://www.uscs.edu.br
13585,18714,new university lisbon,portugal,lisboa,,http://www.unl.pt
13586,18715,ninth july university,brazil,sao paulo,sao paulo,http://www.uninove.br
13587,18716,oscar ribas university,angola,luanda,,http://www.uor.ed.ao
13590,18719,university state sao paulo,brazil,sao paulo,sao paulo,http://www.unip.br
13592,18721,polytechnic university,mozambique,maputo,,http://www.apolitecnica.ac.mz/
13593,18722,infante d henrique portucalense university oporto,portugal,porto,,http://www.upt.pt
13594,18725,mackenzie presbyterian university,brazil,sao paulo,sao paulo,http://www.mackenzie.br
13595,18726,president antonio carlos university,brazil,barbacena,minas gerais,http://www.unipac.br
13596,18727,private university angola,angola,luanda,,http://www.upralubango.org/apresentacao
13597,18728,regional university blumenau,brazil,blumenau,santa catarina,http://www.furb.br
13598,18729,regional university cariri,brazil,crato,ceara,http://www.urca.br
13599,18730,regional university northwest state rio grande do sul,brazil,ijui,rio grande do sul,http://www.unijui.tche.br
13600,18731,regional integrated university upper uruguai missions,brazil,erechim,rio grande do sul,http://www.uri.reitoria.br
13601,18732,salgado de oliveira university,brazil,sao goncalo,rio de janeiro,http://www.universo.edu.br/portal/sao-goncalo
13602,18734,saint cecilia university,brazil,santos,sao paulo,http://www.unisanta.br
13603,18735,saint ursula university,brazil,rio de janeiro,rio de janeiro,http://www.usu.br
13604,18736,saint francis university,brazil,campinas,sao paulo,http://www.saofrancisco.edu.br
13605,18739,saint thomas university mozambique,mozambique,maputo,,http://www.ustm.ac.mz/
13606,18740,severino sombra university,brazil,vassouras,rio de janeiro,http://www.uss.br
13607,18741,technical university angola,angola,luanda,,http://www.utanga.co.ao
13609,18744,technological federal university parana,brazil,curitiba,parana,http://www.utfpr.edu.br
13611,18749,rio verde valley university,brazil,tres coracoes,minas gerais,http://www.unincor.br
13612,18751,virtual university state maranhao,brazil,sao luis,maranhao,http://www.univima.ma.gov.br
13614,18753,ca' foscari university venice,italy,venezia,,http://www.unive.it
13615,18754,bio medical campus university rome,italy,roma,,http://www.unicampus.it
13616,18755,carlo cattaneo university,italy,castellanza,,http://www.liuc.it
13617,18756,catholic university sacred heart,italy,milano,,http://www.unicatt.it
13618,18757,luigi bocconi university,italy,milano,,http://www.unibocconi.it
13619,18758,carlo bo university urbino,italy,urbino,,http://www.uniurb.it
13620,18759,university molise,italy,campobasso,,http://www.unimol.it
13622,18761,university sannio,italy,benevento,,http://www.unisannio.it
13623,18762,university insubria,italy,varese,,http://www.uninsubria.it
13624,18763,university l'aquila,italy,l aquila,,http://www.univaq.it
13625,18764,university basilicata,italy,potenza,,http://www.unibas.it
13626,18765,university calabria,italy,arcavacata di rende,,http://www.unical.it
13628,18767,university tuscia,italy,viterbo,,http://www.unitus.it
13630,18769,university bergamo,italy,bergamo,,http://www.unibg.it
13632,18771,university cagliari,italy,cagliari,,http://www.unica.it
13633,18772,university camerino,italy,camerino,,http://www.unicam.it
13634,18773,university cassino,italy,cassino,,http://www.unicas.it
13635,18774,university catania,italy,catania,,http://www.unict.it
13636,18775,magna graecia university catanzaro,italy,catanzaro,,http://www.unicz.it
13637,18776,university ferrara,italy,ferrara,,http://www.unife.it
13638,18777,university florence,italy,firenze,,http://www.unifi.it
13640,18779,university genoa,italy,genova,,http://www.unige.it
13641,18780,university macerata,italy,macerata,mc,http://www.unimc.it
13642,18781,university messina,italy,messina,,http://www.unime.it
13643,18782,university milan,italy,milano,,http://www.unimi.it
13644,18783,university milano bicocca,italy,milano,michigan,http://www.unimib.it
13645,18784,university modena reggio emilia,italy,modena,,http://www.unimore.it
13646,18785,university naples federico ii,italy,napoli,,http://www.unina.it
13648,18787,parthenope university naples,italy,napoli,,http://www.uniparthenope.it
13649,18788,university padua,italy,padova,,http://www.unipd.it
13650,18789,university palermo,italy,palermo,,http://www.unipa.it
13651,18790,university parma,italy,parma,pr,http://www.unipr.it
13655,18794,italian university sport movement rome,italy,roma,,http://www.uniroma4.it
13656,18795,university rome tor vergata,italy,roma,,http://www.uniroma2.it
13657,18796,university salerno,italy,fisciano,,http://www.unisa.it
13658,18797,university sassari,italy,sassari,,http://www.uniss.it
13660,18799,university teramo,italy,teramo,,http://www.unite.it
13661,18800,university turin,italy,torino,,http://www.unito.it
13662,18801,university trento,italy,trento,,http://www.unitn.it
13664,18803,university udine,italy,udine,,http://www.uniud.it
13665,18804,university verona,italy,verona,,http://www.univr.it
13666,18805,gabriele d'annunzio university chieti pescara,italy,chieti,,http://www.unich.it
13667,18806,guglielmo marconi university,italy,roma,,http://www.unimarconi.it
13669,18808,mediterranean university reggio calabria,italy,reggio di calabria,,http://www.unirc.it
13671,18810,suor orsola benincasa university,italy,napoli,,http://www.unisob.na.it
13673,18812,university lugano,switzerland,lugano,,http://www.usi.ch
13675,18814,university bologna,italy,bologna,,http://www.unibo.it
13677,18816,european university rome,italy,roma,,http://www.universitaeuropeadiroma.it
13678,18817,iuav university venice,italy,venezia,,http://www.iuav.it
13679,18818,dante alighieri university foreigners reggio di calabria,italy,reggio di calabria,,http://www.unistrada.it
13680,18819,university foreigners perugia,italy,perugia,,http://www.unistrapg.it
13681,18820,university foreigners siena,italy,siena,si,http://www.unistrasi.it
13682,18821,polytechnic university marches,italy,ancona,,http://www.univpm.it
13683,18822,salesian pontifical university,holy see,roma,,http://www.unisal.it
13684,18823,san raffaele university rome,italy,roma,,http://www.unisanraffaele.gov.it
13687,18826,giustino fortunato online university,italy,benevento,,http://www.unifortunato.it
13688,18827,international telematic university uninettuno,italy,roma,,http://www.uninettunouniversity.net/en
13690,18829,pegaso telematic university,italy,napoli,,http://www.unipegaso.it
13691,18830,unitelma sapienza university,italy,roma,,http://www.unitelma.it
13692,18831,vita salute san raffaele university,italy,milano,,http://www.unisr.it
13694,18834,polytechnic punta del este,uruguay,maldonado,,http://www.politecnico.edu.uy
13695,18835,makassar '45 university,indonesia,makassar,sulawesi selatan,http://www.univ45.ac.id/
13698,18838,17 august 1945 university banyuwangi,indonesia,banyuwangi,jawa timur,http://untag-banyuwangi.ac.id/
13699,18839,17 august 1945 university cirebon,indonesia,cirebon,jawa barat,http://www.untagcirebon.ac.id/
13702,18842,17 august 1945 university semarang,indonesia,semarang,jawa tengah,http://www.untagsmg.ac.id
13708,18849,banjarmasin achmad yani university,indonesia,banjarmasin,kalimantan selatan,
13710,18851,ahmad dahlan university,indonesia,yogyakarta,di yogyakarta,http://www.uad.ac.id
13711,18852,airlangga university,indonesia,surabaya,jawa timur,http://www.unair.ac.id
13713,18854,al amin muhammadiyah university,indonesia,sorong,papua,
13714,18855,al asyariah mandar university,indonesia,polewali,sulawesi barat,
13716,18857,al azhar university indonesia,indonesia,jakarta selatan,dki jakarta,http://www.uai.ac.id
13717,18858,al ghifari university,indonesia,bandung,jawa barat,http://www.unfari.ac.id/
13722,18863,amir hamzah university,indonesia,medan,sumatera utara,http://www.unhamzah.ac.id/
13723,18864,andalas university,indonesia,padang,sumatera barat,http://www.unand.ac.id
13724,18865,andi jemma university palopo,indonesia,palopo,south sulawesi,
13726,18867,international ars university,indonesia,bandung,jawa barat,
13727,18868,asahan university,indonesia,kisaran,sumatera utara,http://universitasasahan.wordpress.com/
13728,18869,atma jaya makassar university,indonesia,makassar,sulawesi selatan,http://www.uajm.ac.id
13729,18870,atma jaya yogyakarta university,indonesia,yogyakarta,di yogyakarta,http://www.uajy.ac.id
13730,18871,azzahra university,indonesia,jakarta timur,dki jakarta,http://universitasazzahra.ac.id/
13731,18872,baiturrahmah university,indonesia,padang,sumatera barat,http://www.unbrah.ac.id
13734,18875,bale bandung university,indonesia,bandung,jawa barat,http://www.unibba.ac.id
13735,18876,balikpapan university,indonesia,balikpapan,kalimantan timur,http://www.uniba-bpn.ac.id
13736,18877,bandar lampung university,indonesia,bandar lampung,lampung,http://www.ubl.ac.id/
13737,18878,bandung raya university,indonesia,bandung,jawa barat,http://unbar.ac.id
13738,18879,bangka belitung university,indonesia,pangkalpinang,bangka-belitung,http://www.ubb.ac.id
13740,18881,batanghari university,indonesia,jambi,jambi,http://www.unbari.ac.id
13747,18888,bojonegoro university,indonesia,bojonegoro,jawa timur,http://www.unigoro.ac.id/
13748,18889,bondowoso university,indonesia,bondowoso,jawa timur,http://unibo.web.id/
13750,18891,borobudur university,indonesia,jakarta timur,dki jakarta,http://borobudur.ac.id/
13751,18892,boyolali university,indonesia,boyolali,jawa tengah,http://www.universitasboyolali.ac.id/
13752,18893,brawijaya university,indonesia,malang,east java,http://www.ub.ac.id/
13753,18894,budi luhur university,indonesia,petukangan utara,jakarta selatan,http://www.budiluhur.ac.id/
13754,18895,bunda mulia university,indonesia,jakarta utara,jakarta,http://www.ubm.ac.id
13755,18896,bung hatta university,indonesia,padang,sumatera barat,http://www.bunghatta.ac.id/
13764,18905,tjut nyak dhien university,indonesia,medan,sumatera utara,http://www.utnd.ac.id/
13765,18906,darma agung university,indonesia,medan,sumatera utara,http://www.uda.ac.id/
13768,18909,darul ulum islamic sudirman ungaran university centre,indonesia,ungaran,jawa tengah,http://undaris.ac.id/
13769,18910,darussalam university ambon,indonesia,ambon,,http://www.unidar.ac.id/
13771,18912,dayanu ikhsanuddin university,indonesia,bau bau,sulawesi tenggara,http://www.unidayan.ac.id
13772,18913,dehasen bengkulu university,indonesia,bengkulu,bengkulu,http://www.unived.ac.id
13775,18916,dian nuswantoro university,indonesia,semarang,jawa tengah,http://www.dinus.ac.id
13779,18920,dumoga bone kotamobagu university,indonesia,kotamobagu,sulawesi utara,http://udk.ac.id/
13781,18922,ekasakti university,indonesia,padang,sumatera barat,http://www.univ-ekasakti-pdg.ac.id
13782,18924,esa unggul university,indonesia,jakarta barat,dki jakarta,http://www.esaunggul.ac.id
13784,18926,flores university,indonesia,ende,nusa tengarra timur,http://uniflor.ac.id/
13785,18927,gajah mada university,indonesia,yogyakarta,yogyakarta,http://www.ugm.ac.id/
13787,18929,gajayana university malang,indonesia,dinoyo malang,jawa timur,http://www.unigamalang.ac.id
13788,18930,galuh university,indonesia,ciamis,jawa barat,http://www.universitas-galuh.ac.id
13789,18931,garut university,indonesia,garut,jawa barat,http://uniga.ac.id/
13790,18932,gorontalo university,indonesia,gorontalo,gorontalo,http://www.ug.ac.id/
13791,18933,graha nusantara university,indonesia,padang sidempuan,sumatera utara,
13792,18934,gresik university,indonesia,gresik,jawa timur,
13794,18936,gunung kidul university,indonesia,wonosari,di yogyakarta,
13795,18937,gunung rinjani university,indonesia,mataram,nusa tengarra barrat,
13797,18939,haluoleo university,indonesia,kendari,sulawesi tenggara,http://www.unhalu.ac.id
13798,18940,hang tuah university,indonesia,surabaya,east java,http://www.hangtuah.ac.id
13799,18941,hasanuddin university,indonesia,makassar,sulawesi selatan,http://www.unhas.ac.id
13800,18942,hindu indonesian university,indonesia,denpasar,bali,http://www.unhi.ac.id/
13802,18944,iba university,indonesia,palembang,sumatera selatan,http://www.iba.ac.id
13807,18949,indonesia university,indonesia,jakarta,dki jakarta,http://www.ui.ac.id
13809,18951,indonesian university information technology business,indonesia,bandung,jawa barat,http://www.unibi.ac.id
13810,18952,international university batam,indonesia,batam,kepulauan riau,http://www.uib.ac.id/
13811,18953,iqra buru university,indonesia,namlea,maluku,http://uniqbu.ac.id/
13812,18954,iskandar muda university,indonesia,banda aceh,groeh aceh darussalam,
13816,18958,attahiriyah islamic university,indonesia,jakarta selatan,dki jakarta,http://www.uniat.ac.id/
13817,18959,islamic university balitar,indonesia,blitar,jawa timur,http://unisbablitar.ac.id/
13818,18960,islamic university bandung,indonesia,bandung,jawa barat,http://www.unisba.ac.id
13822,18964,islamic university indragiri,indonesia,tembilahan,riau,http://www.unisi.ac.id/
13823,18965,islamic university jakarta,indonesia,jakarta,dki jakarta,http://www.uid.ac.id
13824,18966,islamic university jember,indonesia,jember,jawa timur,http://www.uij.ac.id
13825,18967,islamic university kadiri,indonesia,kediri,jawa timur,http://www.uniska-kediri.ac.id
13826,18968,kalimantan islamic university banjarmasin,indonesia,banjarmasin,kalimantan selantan,http://www.uniska-bjm.ac.id/
13828,18970,islamic university lamongan,indonesia,lamongan,jawa timur,http://www.unisla.ac.id
13829,18971,islamic university madura,indonesia,pamekasan,jawa timur,http://uimadura.ac.id
13833,18975,state islamic university alauddin,indonesia,makassar,,http://uin-alauddin.ac.id/
13835,18977,state islamic university sultan syarif kasim riau,indonesia,pekanbaru,riau,http://uin-suska.ac.id/
13836,18978,state islamic university sunan kalijaga,indonesia,yogyakarta,yogyakarta,http://www.uin-suka.ac.id
13839,18981,islamic university kayuagung,indonesia,kabupaten oki,sumatera selatan,
13841,18983,sultan agung islamic university,indonesia,semarang,jawat tengah,http://www.unissula.ac.id
13844,18986,jabal ghafur university,indonesia,sigli,aceh,http://www.unigha.ac.id/
