person_id,person_id,a_name,a_city,a_prov,a_country,a_email_server,a_email_server_cleaned
8224,57266,renmin university china,beijing,beijing,china,126.com,126
4618,34150,london school economics,london,,united kingdom,lse.ac.uk,lse
3640,25370,new york university,new york city,new york,united states,stern.nyu.edu,nyu
2433,14120,university illinois chicago,chicago,illinois,united states,uic.edu,uic
8521,57838,university innsbruck,innsbruck,tirol,austria,uibk.ac.at,uibk
1990,10141,university melbourne,melbourne,victoria,australia,unimelb.edu.au,unimelb
402,1715,york university,toronto,on,canada,schulich.yorku.ca,yorku
6909,51872,london school economics,london,,united kingdom,hotmail.com,hotmail
4223,30693,indiana university,bloomington,indiana,united states,indiana.edu,indiana
1071,4982,university antwerp/ antwerp management school,antwerp,,belgium,ams.ac.be,ams
7336,54406,johannes kepler university,linz,,austria,jku.at,jku
5321,40150,university chicago,chicago,illinois,united states,uchicago.edu,uchicago
3614,25212,university calgary,calgary,alberta,canada,ucalgary.ca,ucalgary
5168,39103,university melbourne,melbourne,victoria,australia,unimelb.edu.au,unimelb
6156,46537,rutgers university,piscataway,new jersey,united states,gmail.com,gmail
969,4531,university memphis,memphis,tennessee,united states,memphis.edu,memphis
9339,59502,old dominion university,chino valley,arizona,united states,gmail.com,gmail
8930,58713,florida international university,miami,florida,united states,fiu.edu,fiu
1581,7342,university sussex,falmer,,united kingdom,sussex.ac.uk,sussex
4295,31323,western michigan university,kalamazoo,michigan,united states,wmich.edu,wmich
6964,52178,university waterloo,waterloo,on,canada,uwaterloo.ca,uwaterloo
5730,43166,responsible entrepreneur institute,edmonnds,washington,united states,carolsanford.com,carolsanford
4051,29224,university libre de bruxelles,bruxelles,,belgium,ulb.ac.be,ulb
4962,37500,texas a m university commerce,heath,texas,united states,tamuc.edu,tamuc
6834,51402,ohio state university,columbus,ohio,united states,osu.edu,osu
5679,42838,prme secretariat / united nations global compact office,new york,new york,united states,unglobalcompact.org,unglobalcompact
5570,42256,copenhagen business school,copenhagen,frederiksberg,denmark,cbs.dk,cbs
1328,6089,washington and jefferson college,washington,pennsylvania,united states,washjeff.edu,washjeff
8131,57106,corporate executive board,silver spring,maryland,united states,gmail.com,gmail
2975,19032,ghent university,ghent,,belgium,ugent.be,ugent
8461,57730,university warwick,coventry,select one..,united kingdom,wbs.ac.uk,wbs
1700,8172,bern university applied sciences,bern,,switzerland,bfh.ch,bfh
4261,31012,iese business school,barcelona,,spain,iese.edu,iese
500,2145,national chengchi university,taipei,,taiwan,nccu.edu.tw,nccu
2234,12366,u paris dauphine,paris,,france,dauphine.fr,dauphine
7220,53629,saint louis university,muncie,indiana,united states,gmail.com,gmail
8194,57210,university colorado boulder,boulder,colorado,united states,colorado.edu,colorado
2576,14876,university alabama,tuscaloosa,alabama,united states,cba.ua.edu,ua
2990,19225,carnegie mellon university,pittsburgh,pennsylvania,united states,andrew.cmu.edu,cmu
7491,55493,university porto,porto,,portugal,fep.up.pt,up
711,3192,university houston,houston,texas,united states,uh.edu,uh
404,1717,nova southeastern university,fort lauderdale,florida,united states,nova.edu,nova
4924,37342,george washington university,washington,district of columbia,united states,gmail.com,gmail
1567,7291,university kansas,lawrence,kansas,united states,ku.edu,ku
6082,45856,university lahore,lahore,,pakistan,lbs.uol.edu.pk,uol
5666,42755,university applied sciences bfi vienna,vienna,,austria,fh-wien.ac.at,fh-wien
5769,43456,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
5552,42192,university connecticut,storrs,connecticut,united states,business.uconn.edu,uconn
2481,14320,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
7267,53907,zhejiang university,hangzhou,,china,gmail.com,gmail
4335,31638,university southern denmark,odense,,denmark,sam.sdu.dk,sdu
1382,6383,iae business school argentina,pilar,buenos aires,argentina,iae.edu.ar,iae
3430,23647,university klagenfurt,vienna,,austria,uni-klu.ac.at,uni-klu
5904,44381,educational testing service,ewing,new jersey,united states,ETS.ORG,ORG
5645,42648,jyvaskyla university,jyvaskyla,,finland,jyu.fi,jyu
1750,8521,university maryland,college park,maryland,united states,umd.edu,umd
290,1242,georgetown university,washington,district of columbia,united states,georgetown.edu,georgetown
1181,5462,university richmond,richmond,virginia,united states,richmond.edu,richmond
2920,18326,university nordland,bodo,,norway,uin.no,uin
4771,35636,university michigan,ann arbor,michigan,united states,umich.edu,umich
2091,11063,university michigan,ann arbor,michigan,united states,umich.edu,umich
8861,58555,australian national university,canberra,,australia,anu.edu.au,anu
851,3917,waseda university,shinjuku ku,tokyo,japan,waseda.jp,waseda
2429,14107,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
5066,38379,university maryland,silver spring,maryland,united states,rhsmith.umd.edu,umd
2460,14209,concordia university,montreal,qc,canada,gmail.com,gmail
4803,35899,ministry science and technology,taipei,,taiwan,ntu.edu.tw,ntu
4154,30058,american university beirut,beirut,,lebanon,aub.edu.lb,aub
8296,57431,university central florida,orlando,florida,united states,ist.ucf.edu,ucf
4316,31513,nottingham trent university,nottingham,,united kingdom,ntu.ac.uk,ntu
8790,58403,technische university bergakademie freiberg,freiberg,saxony,germany,bwl.tu-freiberg.de,tu-freiberg
8089,57015,whu otto beisheim school management,vallendar,,germany,whu.edu,whu
7803,56449,university oklahoma,norman,oklahoma,united states,ou.edu,ou
7909,56668,ohio state university,columbus,ohio,united states,osu.edu,osu
2194,11987,copenhagen business school,frederiksberg,,denmark,cbs.dk,cbs
5852,44056,university de versailles st quentin en yvelines,guyancourt cedex,,france,uvsq.fr,uvsq
6843,51459,tsinghua university,beijing,,china,sem.tsinghua.edu.cn,tsinghua
3269,21593,hedmark university college,rena,,norway,fhs.mil.no,mil
3374,22780,national university singapore,singapore,,singapore,comp.nus.edu.sg,nus
6536,48937,lancaster university,lancaster,united kingdom,united kingdom,lancaster.ac.uk,lancaster
6368,47826,university washington,seattle,washington,united states,uw.edu,uw
1826,8962,growth kinetics llc,richmond,virginia,united states,provance.us,provance
8566,57929,harbin institute technology,harbin,heilongjia,china,hit.edu.cn,hit
5333,40249,pepperdine university,los angeles,california,united states,pepperdine.edu,pepperdine
2116,11316,university california berkeley,berkeley,california,united states,haas.berkeley.edu,berkeley
4766,35576,texas a m university college station,college station,texas,united states,mays.tamu.edu,tamu
2236,12410,university leicester,leicester,,united kingdom,le.ac.uk,le
2952,18665,air force institute technology,wright patterson air force base,ohio,united states,gmail.com,gmail
275,1187,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
6312,47501,eth zurich,zurich,,switzerland,ethz.ch,ethz
1696,8135,university central florida,chuluota,florida,united states,gmail.com,gmail
6938,52018,university illinois urbana champaign,chicago,illinois,united states,illinois.edu,illinois
9033,58906,ibm,los angeles,california,united states,us.ibm.com,ibm
8871,58586,university geneva,geneva,,switzerland,unige.ch,unige
4648,34420,montana state university billings,billings,montana,united states,msubillings.edu,msubillings
3583,25013,drexel university,philadelphia,pennsylvania,united states,drexel.edu,drexel
131,605,university virginia,charlottesville,virginia,united states,virginia.edu,virginia
8933,58719,eastern illinois university,charleston,illinois,united states,eiu.edu,eiu
7052,52614,rwth aachen university,aachen,,germany,hotmail.de,hotmail
3183,20661,columbia university,nashville,tennessee,united states,gmail.com,gmail
4601,34015,naropa university,boulder,colorado,united states,naropa.edu,naropa
3598,25094,oxford university,oxford,,united kingdom,sbs.ox.ac.uk,ox
8117,57070,university catolica portuguesa,lisbon,,portugal,live.com.pt,live
2819,17348,qatar university,doha,,qatar,qu.edu.qa,qu
1293,5938,royal holloway university london,egham,,united kingdom,rhul.ac.uk,rhul
3585,25024,university technology sydney,sydney,nsw,australia,uts.edu.au,uts
8679,58128,ucla,los angeles,california,united states,ucla.edu,ucla
1143,5292,ohio state university,columbus,ohio,united states,fisher.osu.edu,osu
4570,33813,university san francisco,san francisco,washington,united states,illinois.edu,illinois
7517,55621,boston college,chestnut hill,massachusetts,united states,bc.edu,bc
1446,6699,louisiana state university,baton rouge,louisiana,united states,lsu.edu,lsu
7066,52698,lingnan university college sun yat sen university,guangzhou,guangdong,china,mail.sysu.edu.cn,sysu
2230,12322,wilfrid laurier university,waterloo,on,canada,wlu.ca,wlu
8310,57460,meiji university,tokyo,,japan,ken-suzuki.net,ken-suzuki
3672,25625,national kaohsiung university applied sciences,kaohsiung,,taiwan,kuas.edu.tw,kuas
7719,56247,university rovira i virgili,reus,,spain,urv.cat,urv
9045,58930,university jaume i castello,castellon,,spain,emp.uji.es,uji
8888,58626,stockholm university,stockholm,,sweden,fek.su.se,su
548,2379,university albany state university new york,albany,new york,united states,albany.edu,albany
2370,13728,university california los angeles,los angeles,california,united states,ucla.edu,ucla
8730,58242,ashridge strategic management centre,london,,united kingdom,ashridge.org.uk,ashridge
110,491,indiana university,indianapolis,indiana,united states,indiana.edu,indiana
621,2740,university lethbridge,edmonton,alberta,canada,uleth.ca,uleth
1128,5235,university north texas,northlake,texas,united states,unt.edu,unt
4688,34794,xi'an jiaotong university,xi an,shannxi,china,163.com,163
3588,25055,cornell university,ithaca,new york,united states,cornell.edu,cornell
3094,19889,phoenix university,woodbury,minnesota,united states,aol.com,aol
5732,43202,university manchester,manchester,cheshire,united kingdom,mbs.ac.uk,mbs
69,345,bentley university,waltham,massachusetts,united states,bentley.edu,bentley
5577,42270,xlri xavier school management,jamshedpur,jharkhand,india,gmail.com,gmail
1622,7574,naval postgraduate school,monterey,california,united states,nps.edu,nps
1827,8965,korea university,seoul,korea,south korea,gmail.com,gmail
831,3826,university alabama,tuscaloosa,alabama,united states,cba.ua.edu,ua
6801,51253,florida state university,tallahassee,florida,united states,fsu.edu,fsu
8467,57742,university central florida,oviedo,florida,united states,knights.ucf.edu,ucf
8389,57613,university cambridge,cambridge,cambridgeshire,united kingdom,jbs.cam.ac.uk,cam
7978,56807,university libre de bruxelles,brussels,,belgium,ulb.ac.be,ulb
905,4228,university texas dallas,richardson,texas,united states,utdallas.edu,utdallas
2479,14289,binghamton university,binghamton,new york,united states,binghamton.edu,binghamton
4623,34168,university waterloo,toronto,on,canada,yahoo.ca,yahoo
198,890,rowan university,glassboro,new jersey,united states,rowan.edu,rowan
9195,59198,politecnico di milano,milano,delstat,italy,polimi.it,polimi
316,1336,university vermont,burlington,vermont,united states,uvm.edu,uvm
1257,5790,china europe international business school,shanghai,,china,ceibs.edu,ceibs
3681,25742,university colorado denver,denver,colorado,united states,ucdenver.edu,ucdenver
8886,58622,bournemouth university,poole,,united kingdom,bournemouth.ac.uk,bournemouth
9036,58912,old dominion university,norfolk,virginia,united states,odu.edu,odu
7446,55274,wageningen university,wageningen,gelderland,netherlands,wur.nl,wur
3668,25596,national pingtung university science and technology,pingtung,taiwan,taiwan,mail.npust.edu.tw,npust
4093,29608,technische university dresden,zittau,saxonia,germany,gmx.de,gmx
7782,56403,massachusetts institute technology,cambridge,massachusetts,united states,sloan.mit.edu,mit
4096,29637,virginia commonwealth university,richmond,virginia,united states,frankbosco.com,frankbosco
7361,54551,utah state university,logan,utah,united states,gmail.com,gmail
7824,56487,insead,fontainebleau,,france,insead.edu,insead
1856,9147,insead,fontainebleau,,france,insead.edu,insead
6059,45582,texas a m university,college station,texas,united states,gmail.com,gmail
8776,58377,hang seng management college,hong kong,,hong kong,hsmc.edu.hk,hsmc
596,2609,mcmaster university,hamilton,on,canada,mcmaster.ca,mcmaster
2364,13660,queen school business canada,kingston,on,canada,business.queensu.ca,queensu
6294,47350,indian institute management bangalore,bangalore,karnataka,india,gmail.com,gmail
6512,48739,aalto university,helsinki,uusimaa,finland,aalto.fi,aalto
2755,16624,iese business school,barcelona,,spain,iese.edu,iese
3582,25010,national university singapore,singapore,singapore,singapore,nus.edu.sg,nus
9245,59312,north dakota state university,fargo,north dakota,united states,ndsu.edu,ndsu
8661,58095,harvard university,dacula,georgia,united states,hbs.edu,hbs
3458,23948,city university hong kong,hong kong,hong kong,hong kong,cityu.edu.hk,cityu
2060,10747,university college dublin,dublin,dublin 16,ireland,ucd.ie,ucd
9092,59009,ibm,leeds,,united kingdom,uk.ibm.com,ibm
6650,49871,harvard university,boston,massachusetts,united states,hsph.harvard.edu,harvard
8852,58538,university witten/herdecke,witten,nordrhein-westf,germany,uni-wh.de,uni-wh
4509,33359,miami university,oxford,ohio,united states,miamioh.edu,miamioh
6511,48716,nru higher school economics,moscow,,russian federation,hse.ru,hse
9150,59127,university california san diego,la jolla,california,united states,ucsd.edu,ucsd
1614,7538,eastern washington university,spokane,washington,united states,ewu.edu,ewu
1121,5202,national university singapore,singapore,,singapore,nus.edu.sg,nus
8492,57783,university michigan,ann arbor,michigan,united states,umich.edu,umich
680,3011,george mason university,fairfax,virginia,united states,gmu.edu,gmu
3051,19663,appalachian state university,boone,north carolina,united states,appstate.edu,appstate
2182,11909,luiss guido carli university,rome,,italy,luiss.it,luiss
7747,56306,hamburg university,hamburg,,germany,gmail.com,gmail
4132,29904,city university hong kong,hong kong,,hong kong,cityu.edu.hk,cityu
9054,58943,xi'an jiaotong university,xi an,,china,stu.xjtu.edu.cn,xjtu
781,3558,york university,toronto,on,canada,schulich.yorku.ca,yorku
6542,48962,georgetown university,washington,district of columbia,united states,georgetown.edu,georgetown
7299,54142,university antwerp,antwerp,,belgium,uantwerpen.be,uantwerpen
1442,6664,yuan ze university,chung li,tao-yuan,taiwan,management.ntu.edu.tw,ntu
8876,58597,bits university applied sciences,iserlohn,,germany,bits-iserlohn.de,bits-iserlohn
4849,36402,florida international university,port st. lucie,florida,united states,fiu.edu,fiu
7582,55885,laval university quebec canada,quebec city,qc,canada,fsa.ulaval.ca,ulaval
4582,33914,georgia southern university,statesboro,georgia,united states,georgiasouthern.edu,georgiasouthern
3939,28395,boston college,chestnut hill,massachusetts,united states,bc.edu,bc
8511,57819,tu delft,delft,,netherlands,tudelft.nl,tudelft
6875,51646,western university,london,on,canada,ivey.ca,ivey
1789,8773,brigham young university,provo,utah,united states,mghendron.net,mghendron
5420,40966,mcgill university,montreal,qc,canada,mail.mcgill.ca,mcgill
3818,27127,university queensland australia,brisbane,qld,australia,business.uq.edu.au,uq
1511,6997,university delaware,newark,delaware,united states,udel.edu,udel
4694,34892,whu otto beisheim school management,vallendar,,germany,whu.edu,whu
3017,19522,university houston victoria,edinburg,texas,united states,uhv.edu,uhv
7583,55893,instituto de empresa business school,madrid,,spain,ie.edu,ie
5615,42456,hec montreal,montreal,qc,canada,hec.ca,hec
3194,20734,george mason university,towson,maryland,united states,gmu.edu,gmu
3454,23897,university arkansas little rock,little rock,arkansas,united states,ualr.edu,ualr
3134,20204,university queensland australia,brisbane,queensland,australia,business.uq.edu.au,uq
8821,58465,xi'an jiaotong university,xi an,shaanxi,china,mail.xjtu.edu.cn,xjtu
4499,33247,northwestern polytechnical university china,xi an,shaanxi,china,nwpu.edu.cn,nwpu
2797,17141,bocconi university,milano,,italy,unibocconi.it,unibocconi
8096,57031,virginia commonwealth university,richmond,virginia,united states,vcu.edu,vcu
641,2817,open university,milton keynes,,united kingdom,open.ac.uk,open
599,2617,rider university,lawrenceville,new jersey,united states,rider.edu,rider
4521,33424,skema business school,sophia antipolis,,france,skema.edu,skema
5356,40468,lahore university management sciences,lahore,,pakistan,lums.edu.pk,lums
2902,18108,swiss federal institute technology zurich eth,zurich,,switzerland,ethz.ch,ethz
470,2019,university southern california,los angeles,california,united states,marshall.usc.edu,usc
5279,39909,novancia business school,paris,,france,novancia.fr,novancia
1863,9186,chinese university hong kong,hong kong,hong kong,china,baf.msmail.cuhk.edu.hk,cuhk
4016,28976,eberhard karls university tubingen,tubingen,,germany,uni-tuebingen.de,uni-tuebingen
5830,43907,wayne state university,detroit,michigan,united states,wayne.edu,wayne
3829,27231,university pennsylvania,philadelphia,pennsylvania,united states,wharton.upenn.edu,upenn
7135,53087,university florida,gainesville,florida,united states,ufl.edu,ufl
5474,41471,university cambridge,cambridge,,united kingdom,cam.ac.uk,cam
4558,33668,chalmers university technology,gothenburg,,sweden,vgregion.se,vgregion
9126,59081,university washington,seattle,washington,united states,uw.edu,uw
3317,22137,indian institute management bangalore,bangalore,karnataka,india,iimb.ernet.in,ernet
1262,5814,university technology sydney,sydney,nsw,australia,uts.edu.au,uts
7410,54907,rutgers business school,newark,new jersey,united states,gmail.com,gmail
8862,58557,university turku,pori,satakunta,finland,utu.fi,utu
5853,44070,copenhagen business school,frederiksberg,danmark,denmark,cbs.dk,cbs
6497,48627,florida international university,miami,florida,united states,fiu.edu,fiu
2766,16712,bocconi university,milan,,italy,unibocconi.it,unibocconi
8741,58263,university michigan,ann arbor,michigan,united states,umich.edu,umich
1875,9293,university wisconsin milwaukee,milwaukee,wisconsin,united states,uwm.edu,uwm
7493,55500,mit sloan,concord,massachusetts,united states,mit.edu,mit
1937,9764,martin luther university halle,halle saale,,germany,psych.uni-halle.de,uni-halle
8514,57825,university akron,wadsworth,ohio,united states,zips.uakron.edu,uakron
5208,39350,stevens institute technology,hoboken,new jersey,united states,stevens.edu,stevens
3943,28503,western new england university,springfield,massachusetts,united states,wne.edu,wne
8490,57781,university pompeu fabra,barcelona,,spain,gmail.com,gmail
4933,37392,harvard university,boston,massachusetts,united states,hbs.edu,hbs
3793,26828,western new england university,springfield,massachusetts,united states,gmail.com,gmail
4235,30800,university minnesota,minneapolis,minnesota,united states,umn.edu,umn
2160,11758,insead,fontainebleau,,france,insead.edu,insead
4788,35804,ohio state university,columbus,ohio,united states,osu.edu,osu
5308,40098,yale university,new haven,connecticut,united states,yale.edu,yale
3470,24009,abo akademi university,abo,,finland,abo.fi,abo
7489,55490,university georgia,athens,georgia,united states,uga.edu,uga
6890,51739,university edinburgh business school,edinburgh,,united kingdom,sms.ed.ac.uk,ed
8848,58531,tilburg university,tilburg,,netherlands,deloitte.nl,deloitte
2476,14284,case western reserve university,cleveland heights,ohio,united states,case.edu,case
4279,31161,cass business school city university london,london,,united kingdom,city.ac.uk,city
8233,57280,drexel university,philadelphia,pennsylvania,united states,drexel.edu,drexel
318,1347,university arizona,tucson,arizona,united states,eller.arizona.edu,arizona
2730,16270,copenhagen business school,frederiksberg,,denmark,cbs.dk,cbs
3378,22839,university jaen,linares,jaen,spain,ujaen.es,ujaen
3223,21070,university pacific,stockton,california,united states,pacific.edu,pacific
1165,5390,temple university,philadelphia,pennsylvania,united states,temple.edu,temple
7896,56647,dublin city university,drogheda,leinster,ireland,mail.dcu.ie,dcu
6550,49029,wu vienna,vienna,,austria,wu.ac.at,wu
1895,9478,tel aviv university,tel aviv,,israel,post.tau.ac.il,tau
2482,14329,pennsylvania state university,university park,pennsylvania,united states,psu.edu,psu
7117,52987,university hawaii manoa,honolulu,hawaii,united states,hawaii.edu,hawaii
4597,33991,friedrich schiller university jena,jena,thuringen,germany,uni-jena.de,uni-jena
5409,40872,nottingham trent university,nottingham,,united kingdom,ntu.ac.uk,ntu
2098,11155,ebs international university,oestrich winkel,,germany,ebs.edu,ebs
4327,31579,university wisconsin la crosse,west st paul,mb,canada,hotmail.com,hotmail
1594,7414,university texas san antonio,san antonio,texas,united states,utsa.edu,utsa
8120,57082,tata institute social sciences,mumbai,maharashtra,india,tiss.edu,tiss
1057,4913,west virginia university,morgantown,west virginia,united states,mail.wvu.edu,wvu
9494,60005,vanderbilt university,nashville,tennessee,united states,owen.vanderbilt.edu,vanderbilt
2383,13868,middle tennessee state university,murfreesboro,tennessee,united states,mtsu.edu,mtsu
1373,6352,university wisconsin milwaukee,riverside,california,united states,ucr.edu,ucr
7953,56747,nanyang technological university,singapore,,singapore,e.ntu.edu.sg,ntu
8323,57483,national changhua university education,changhua,,taiwan,cc.ncue.edu.tw,ncue
4172,30244,sungkyunkwan university,seoul,,south korea,gmail.com,gmail
8992,58836,new york university,new york,new york,united states,nyu.edu,nyu
1689,8067,university illinois chicago,aurora,illinois,united states,uic.edu,uic
588,2568,university albany state university new york,delmar,new york,united states,albany.edu,albany
2344,13527,university miami,coral gables,florida,united states,bus.miami.edu,miami
7448,55281,iscte lisbon university institute,lisboa,,portugal,iscte.pt,iscte
636,2797,ohio northern university,kenton,ohio,united states,onu.edu,onu
7921,56688,harvard university,boston,massachusetts,united states,hbs.edu,hbs
5510,41824,tsinghua university,beijing,,china,sem.tsinghua.edu.cn,tsinghua
6032,45366,erasmus university rotterdam,rotterdam,zuid-holland,netherlands,rsm.nl,rsm
1935,9749,insead,long beach,new york,united states,gmail.com,gmail
8275,57383,bpi consortium,minneapolis,minnesota,united states,bpi-consortium.com,bpi-consortium
860,3996,university north carolina,chapel hill,north carolina,united states,unc.edu,unc
5611,42439,university zaragoza,zaragoza,,spain,unizar.es,unizar
2587,14923,southern connecticut state university,east haddam,connecticut,united states,southernct.edu,southernct
103,476,boston college,weston,massachusetts,united states,bc.edu,bc
7296,54131,novancia business school,paris,,france,novancia.fr,novancia
6745,50699,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
2402,13990,university north carolina chapel hill,chapel hill,north carolina,united states,unc.edu,unc
5395,40776,ten have change management,utrecht,,netherlands,tenhavecm.com,tenhavecm
834,3834,vanderbilt university,nashville,tennessee,united states,owen.vanderbilt.edu,vanderbilt
8250,57314,ceibs,shanghai,shanghai,china,gmail.com,gmail
434,1839,insead,singapore,cedex,singapore,insead.edu,insead
1779,8707,george washington university,washington,district of columbia,united states,gmail.com,gmail
4406,32484,depaul university,chicago,illinois,united states,depaul.edu,depaul
3918,28142,university missouri kansas city,kansas city,missouri,united states,umkc.edu,umkc
396,1690,texas a m international university,laredo,texas,united states,tamiu.edu,tamiu
6814,51294,copenhagen business school,frederiksberg,,denmark,cbs.dk,cbs
8549,57896,university verona,verona,,italy,univr.it,univr
3028,19561,singapore management university,singapore,singapore,singapore,smu.edu.sg,smu
7857,56563,university vienna,vienna,,austria,univie.ac.at,univie
2094,11094,touro university international,phoenix,arizona,united states,email.uophx.edu,uophx
172,773,university california irvine,irvine,california,united states,uci.edu,uci
7634,56053,university electronic science and technology china,chengdu,,china,gmail.com,gmail
8480,57764,stockholm school economics,stockholm,,sweden,hhs.se,hhs
6075,45806,university limerick,limerick,,ireland,ul.ie,ul
6900,51810,university texas austin,austin,texas,united states,phd.mccombs.utexas.edu,utexas
6659,49937,mines paristech,paris,,france,gmail.com,gmail
2537,14663,virginia tech,blacksburg,virginia,united states,vt.edu,vt
8512,57821,university western ontario,london,on,canada,uwo.ca,uwo
1070,4975,rice university,houston,texas,united states,rice.edu,rice
8457,57722,university goettingen,gottingen,,germany,wiwi.uni-goettingen.de,uni-goettingen
6943,52043,university illinois urbana champaign,champaign,illinois,united states,illinois.edu,illinois
6506,48702,university arizona tucson,tucson,arizona,united states,email.arizona.edu,arizona
8094,57029,university manitoba,winnipeg,mb,canada,myumanitoba.ca,myumanitoba
1478,6856,university utah,salt lake city,utah,united states,business.utah.edu,utah
8626,58037,university alberta,edmonton,alberta,canada,ualberta.ca,ualberta
5751,43331,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
1853,9123,lm thapar school management,near chandigarh,punjab,india,thapar.edu,thapar
9471,59970,arizona state university,phoenix,arizona,united states,asu.edu,asu
2932,18471,king college london,london,,united kingdom,kcl.ac.uk,kcl
1847,9090,university virginia,charlottesville,virginia,united states,gmail.com,gmail
2315,13200,university new south wales,sydney,nsw,australia,unsw.edu.au,unsw
4029,29042,university sheffield,south yorks,,united kingdom,shef.ac.uk,shef
107,485,iese,madrid,,spain,iese.edu,iese
1802,8866,university south carolina,columbia,south carolina,united states,moore.sc.edu,sc
8439,57691,independent scholar,columbia,missouri,united states,adventur.es,adventur
9263,59375,michigan state university,east lansing,michigan,united states,msu.edu,msu
9219,59247,hewlett packard,easton,pennsylvania,united states,hp.com,hp
7420,54997,universitys military academy west point,west point,new york,united states,usma.edu,usma
1769,8628,north carolina a t state university,greensboro,north carolina,united states,ncat.edu,ncat
1625,7597,rollins college,winter park,florida,united states,rollins.edu,rollins
3755,26432,university alabama huntsville,huntsville,alabama,united states,uah.edu,uah
6051,45491,university washington,tucson,arizona,united states,email.arizona.edu,arizona
601,2621,ewha womans university,seoul,,south korea,ewha.ac.kr,ewha
5338,40276,louisiana state university,baton rouge,louisiana,united states,lsu.edu,lsu
821,3782,northeastern university,boston,massachusetts,united states,neu.edu,neu
7376,54644,hong kong university science and technology,hong kong,,hong kong,gmail.com,gmail
5672,42785,university st gallen,st. gallen,,switzerland,unisg.ch,unisg
738,3341,university texas austin,austin,texas,united states,mccombs.utexas.edu,utexas
722,3231,university kansas,lawrence,kansas,united states,ku.edu,ku
3570,24912,state university new york canton,canton,new york,united states,canton.edu,canton
8991,58833,erasmus university rotterdam,rotterdam,,netherlands,rsm.nl,rsm
1008,4695,copenhagen business school,frederiksberg,,denmark,gmail.com,gmail
2487,14347,purdue university,west lafayette,indiana,united states,purdue.edu,purdue
2700,15940,university queensland australia,brisbane,queensland,australia,business.uq.edu.au,uq
9268,59384,ford motor company,dearborn,michigan,united states,ford.com,ford
7722,56256,john hopkins university,baltimore,maryland,united states,jhu.edu,jhu
8663,58100,zayed university,dubai,,united arab emirates,gmail.com,gmail
888,4140,university maine,orono,maine,united states,maine.edu,maine
2140,11626,aston business school,birmingham,,united kingdom,aston.ac.uk,aston
8477,57761,tilburg university,tilburg,,netherlands,tilburguniversity.edu,tilburguniversity
6994,52314,university amsterdam,amsterdam,,netherlands,uva.nl,uva
674,2976,university california irvine,irvine,california,united states,uci.edu,uci
7196,53494,university arkansas,fayetteville,arkansas,united states,walton.uark.edu,uark
2358,13604,cleveland state university,cleveland,ohio,united states,csuohio.edu,csuohio
6548,49027,insead,singapore,,singapore,insead.edu,insead
6626,49618,university alabama birmingham,birmingham,alabama,united states,uab.edu,uab
8598,57986,university waterloo,waterloo,on,canada,uwaterloo.ca,uwaterloo
6411,48075,cnam lirsa iseor,ecully cedex,,france,iseor.com,iseor
9356,59552,rice university,houston,texas,united states,rice.edu,rice
4843,36296,istanbul technical university,istanbul,macka,turkey,itu.edu.tr,itu
2496,14395,simmons college,boston,massachusetts,united states,simmons.edu,simmons
7019,52473,university melbourne,melbourne,,australia,unimelb.edu.au,unimelb
2568,14833,long island university,brookville,new york,united states,liu.edu,liu
8246,57308,shah abdul latif university / sukkur institute business administration,khairpur mirs and sukkkur,sindh,pakistan,iba-suk.edu.pk,iba-suk
2799,17152,university warwick,coventry,england,united kingdom,wbs.ac.uk,wbs
3952,28599,ieseg school management,lille,n.a.,france,ieseg.fr,ieseg
1079,5013,university south australia,adelaide,sa,australia,unisa.edu.au,unisa
4596,33988,baruch college city university new york,new york,new york,united states,baruch.cuny.edu,cuny
2466,14238,insead,abu dhabi,,united arab emirates,insead.edu,insead
4879,36791,iese business school,madrid,,spain,iese.edu,iese
8638,58055,university evora,evora,evora,portugal,uevora.pt,uevora
7455,55346,university albany state university new york,albany,new york,united states,albany.edu,albany
8762,58317,seoul national university,seoul,,south korea,snu.ac.kr,snu
3342,22359,european commission joint research centre,seville,,spain,gmx.de,gmx
9085,58997,ku leuven,brussels,,belgium,kuleuven.be,kuleuven
4966,37528,university baltimore,baltimore,maryland,united states,ubalt.edu,ubalt
7721,56251,university mississippi,university,mississippi,united states,bus.olemiss.edu,olemiss
7426,55046,technical university berlin,berlin,,germany,mailbox.tu-berlin.de,tu-berlin
8689,58151,maine hospice council center for end of life care,augusta,maine,united states,mainehospicecouncil.org,mainehospicecouncil
7640,56063,indiana university,bloomington,indiana,united states,indiana.edu,indiana
3195,20749,washington state university,pullman,washington,united states,wsu.edu,wsu
2542,14688,georgia southern university,statesboro,georgia,united states,georgiasouthern.edu,georgiasouthern
2342,13508,emlyon business school,ecully,,france,em-lyon.com,em-lyon
5690,42928,university mannheim,mannheim,,germany,bwl.uni-mannheim.de,uni-mannheim
8162,57153,ebs business school,munich,80799,germany,ebs.edu,ebs
